AttribID	Desc	Scale	IsOrgColorValue	MinCastValue	SlotName1	SlotGray1	SlotMinCast1	Slot1Color1	Slot1Light1	Slot1Color2	Slot1Light2	Slot1Color3	Slot1Light3	SlotName2	SlotGray2	SlotMinCast2	Slot2Color1	Slot2Light1	Slot2Color2	Slot2Light2	Slot2Color3	Slot2Light3
427		1|1|1		0.5	m7_w_002	4	0.5	255|255|255|255	3.59	135|255|200|215	1.82	76|76|76|83	7.24									
428		1|1|1		0.5	m7_w_002	4	0.5	255|197|9|255	0	183|141|78|145	5.12	202|132|28|133	10.78									
429		1|1|1		0.5	m7_w_002	4	0.5	206|248|255|255	0	135|155|255|215	0	164|87|243|83	5.31									
430		1|1|1		0.5	m7_w_002	4	0.5	255|245|250|255	0	213|56|124|255	4.8	238|186|131|16	6.14									
431		1|1|1	1	0.01	f7_w_001	0	0.01	247|247|247|255	3.38	43|165|104|255	3.83	38|116|106|255	3.45									
432		1|1|1		0.01	f7_w_001	4	0.01	253|253|253|255	3.55	255|71|50|255	3.71	172|13|17|255	3.34									
433		1|1|1		0.01	f7_w_001	4	0.01	255|255|255|255	3.44	229|73|255|255	3.77	127|76|172|255	3.4									
434		1|1|1		0.01	f7_w_001	4	0.01	221|249|255|255	3.64	93|208|255|255	3.74	56|162|225|255	0									
435		1|1|1	1	0.1	f7_w_002	0	0.1	213|241|224|255	0	249|255|245|255	0	255|255|255|255	0									
436		1|1|1		0.1	f7_w_002	4	0.1	255|131|185|255	5.3	253|241|244|255	3.71	238|135|255|255	5.31									
437		1|1|1	1	0.1	f7_w_002	0	0.1	172|190|255|255	3.83	200|212|255|255	3.73	112|131|255|255	5.34									
438		1|1|1		0.1	f7_w_002	4	0.1	194|255|170|255	3.9	233|249|220|255	3.59	179|249|122|255	4.09									
439		1|1|1		0.1	f7_w_002	4	0.1	159|45|45|255	5.98	255|215|215|255	3.79	255|116|136|216	4.38									
440		1|1|1		0.1	f7_w_002	4	0.1	249|230|80|255	4.19	245|244|242|255	3.68	255|238|146|255	4.12									
528		0.75|0.75|0.75																				
532		0.9|0.9|0.9																				
601		1|1|1																				
602		1|1|1																				
603		1|1|1																				
604		1|1|1																				
605		1|1|1																				
606		1|1|1																				
607		1|1|1																				
608		1|1|1																				
609		1|1|1	1	0.1	m5_010	0	0.1	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0									
610																						
611		1|1|1																				
612		1|1|1																				
613		1|1|1																				
614		1|1|1																				
615		1|1|1																				
616		1|1|1																				
617		1|1|1																				
618		1|1|1																				
619		1|1|1	1	0.1	f5_010	0	0.1	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0									
620																						
621		1|1|1	1	0.1	m6_001	0	0.1	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0									
622		1|1|1	1	0.1	m6_004	0	0.1	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0									
623		1|1|1	1	0.1	m6_002	0	0.1	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0									
624		1|1|1	1	0.1	m6_009	0	0.1	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0									
625		1|1|1	1	0.1	m6_005	0	0.1	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0									
626		1|1|1	1	0.1	m6_003	0	0.1	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0									
627		1|1|1	1	0.1	m6_008	0	0.1	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0									
628		1|1|1	1	0.1	m6_007	0	0.1	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0									
629		1|1|1	1	0.1	m6_006	0	0.1	236|228|255|255	5.53	255|255|255|255	0	255|255|255|255	0									
630		1|1|1																				
631		1|1|1	1	0.42	f6_002	0	0.42	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0									
632		1|1|1		0.1	f6_005	1	0.1	255|255|255|255	0	200|255|255|255	0	211|206|255|255	0									
633		1|1|1	1	0.57	f6_004	0	0.57	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0									
634		1|1|1	1	0.42	f6_003	0	0.42	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0									
635		1|1|1		0.44	f6_011	4	0.44	0|212|255|204	3.52	210|233|253|255	1.65	255|255|255|255	4.24									
636		1|1|1		0.57	f6_006	4	0.57	255|255|255|255	0	197|108|255|90	0	191|212|255|255	4.88									
637		1|1|1	1	0.42	f6_007	0	0.42	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0									
638		1|1|1	1	0.1	f6_010	0	0.1	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0									
639		1|1|1	1	0.51	f6_008	0	0.51	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0									
640		1|1|1	1	0.42	f6_009	0	0.42	255|255|255|255	0	255|255|255|255	0	255|255|255|255	0									
801		1|1|1	1	0.1	house04	0	0.1	204|183|117|166		54|54|54|255		249|169|49|0										
802		1|1|1	1	0.1	house04	0	0.1	187|255|246|255		255|255|255|255		1|255|223|86										
803		1|1|1		0.36	house04	4	0.36	255|135|147|255		255|255|255|255		255|44|19|112										
804		1|1|1		0.31	house04	4	0.31	183|255|180|255		211|197|151|255		0|255|75|217										
805		1|1|1		0.5	HorseHk01	4	0.5	88|88|88|255		255|205|0|109		245|86|188|0										
806		1|1|1	1	0.1	horse08	0	0.1	61|61|61|255		255|255|255|255		255|255|255|255										
1001		1|1|1		0.55	m2_001	4	0.55	252|208|255|255	40.7	43|25|25|255	14.771	255|245|245|255	3.34									
1002		1|1|1		0.2	m2_001	4	0.2	255|161|194|194	4.29	255|23|37|236	3.73	56|64|75|179	4.19									
1003		1|1|1	2	0.38	m2_001	4	0.38	255|156|211|6	2.58	218|78|185|36	0	225|108|169|159	4.27									
1004		1|1|1		0.58	m2_007	4	0.58	119|210|255|255	4.91	92|92|92|0	2.3	169|168|211|255	6.79									
1005		1|1|1		0.58	m2_007	4	0.58	230|217|217|255	4.48	161|151|151|255	5.83	29|29|29|255	10.68									
1006		1|1|1		0.53	m2_007	4	0.53	144|132|65|255	6.05	153|120|56|255	6.04	44|45|58|255	12.25									
1007		1|1|1		0.3	m2_002	4	0.3	38|89|83|255	8.68	255|255|255|255	4.4	198|149|43|255	4.77									
1008		1|1|1		0.74	m2_002	4	0.74	198|218|221|171	4.61	251|251|251|255	5.79	219|212|212|255	4.94									
1009		1|1|1		0.21	m2_002	4	0.21	146|89|89|255	4.85	63|139|245|255	4.38	243|180|93|255	4.3									
1010		1|1|1		0.18	m2_003	4	0.18	210|201|197|83	0	255|172|135|5	0	251|251|251|113	0									
1011		1|1|1		0.44	m2_003	4	0.44	123|43|58|103	4.67	131|131|131|5	0	255|219|219|255	4.27									
1012		1|1|1		0.44	m2_003	4	0.44	170|147|86|103	4.67	253|255|129|5	0	255|219|219|105	4.27									
1013		1|1|1		0.51	m2_004	4	0.51	73|73|73|255	7.09	114|0|40|255	5.31	255|5|175|255	4.29									
1014		1|1|1		0.51	m2_004	4	0.51	52|52|52|255	7.09	46|46|46|255	5.4	223|223|223|255	5.42									
1015		1|1|1		0.51	m2_004	4	0.51	69|3|2|255	11.81	121|95|26|255	5.31	243|255|140|255	4.29									
1016		1|1|1	1	0.52	m2_005	0	0.52	255|255|255|255	0	82|80|24|255	3.73	0|255|191|126	4.07									
1017		1|1|1		0.45	m2_005	4	0.45	218|178|255|255	4.26	228|185|45|255	2.88	166|164|77|255	4.84									
1018		1|1|1		0.26	m2_005	4	0.26	22|127|101|255	5.34	35|35|35|255	3.92	255|255|255|255	7.18									
1019		1|1|1		0.55	m2_006	4	0.55	181|255|242|255	4.03	14|125|116|255	5.44	121|121|121|255	5.49									
1020		1|1|1		0.24	m2_006	4	0.24	165|228|255|255	8.4	46|46|46|255	5.56	74|74|74|255	5.49									
1021		1|1|1		0.36	m2_006	4	0.36	255|97|172|255	13.51	125|14|14|255	6.46	121|121|121|255	5.49									
1022		1|1|1		0.24	m2_008	4	0.24	161|231|255|255	5.47	255|106|152|255	3.32	255|176|210|255	3.87									
1023		1|1|1		0.24	m2_008	4	0.24	161|255|223|255	3.89	255|255|255|255	2.83	209|239|243|255	4.26									
1024		1|1|1		0.36	m2_008	4	0.36	106|255|236|255	5.2	59|59|59|230	6.82	52|52|52|255	4.93									
1025		1|1|1		0.36	m2_006	4	0.36	252|255|43|255	4.27	148|109|40|255	6.98	121|121|121|255	5.49									
1026		1|1|1		0.1	m2_008	4	0.1	255|222|39|255	3.73	255|215|48|255	3.01	255|214|84|255	3.69									
1027		1|1|1		0.5	m2_009	4	0.5	255|214|9|255	4.7	226|208|126|255	6.3	213|145|23|255	9.95									
1028		1|1|1		0.1	m2_009	4	0.1	255|217|161|255	5.62	67|67|67|255	4.79	232|194|169|255	0									
1029		1|1|1		0.59	m2_009	4	0.59	215|215|215|255	4.69	174|74|74|236	7.37	56|52|52|255	9.52									
1030		1|1|1		0.59	m2_009	4	0.59	255|196|133|255	5.16	77|146|114|255	5.8	56|52|52|255	13.44									
1031		1|1|1		0.5	m2_010	4	0.5	108|212|255|255	4.01	255|255|255|255	3.86	174|255|191|255	6.31									
1032		1|1|1	1	0.5	m2_010	0	0.5	227|255|151|255	4.01	255|201|106|255	4.65	211|98|161|255	4.03									
1033		1|1|1		0.5	m2_010	4	0.5	191|252|255|255	4.01	99|99|99|255	4.65	255|65|65|254	4.82									
1034		1|1|1		0.1	m2_011	4	0.1	255|254|228|255	4.58	255|241|249|255	5.98	193|46|46|255	4.83									
1035		1|1|1		0.5	m2_011	4	0.5	99|235|255|255	5.24	80|80|80|255	5.02	226|241|255|255	8.68									
1036		1|1|1		0.5	m2_011	4	0.5	255|250|74|255	5.12	105|148|144|255	5.02	62|142|99|255	6.59									
1037		1|1|1		0.5	m2_012	4	0.5	93|255|241|171	4.65	174|255|184|255	4.13	225|255|255|225	5.15									
1038		1|1|1		0.5	m2_012	4	0.5	253|253|253|171	4.65	185|234|255|255	4.4	255|193|82|255	6.18									
1039		1|1|1		0.5	m2_012	4	0.5	255|140|171|53	4.65	255|226|174|233	4.34	255|200|200|157	5.53									
1071		1|1|1		0.45	m2_010	4	0.45	221|137|47|255	3.19	255|210|131|255	4.3	255|185|37|255	5.4									
1072		1|1|1		0.5	m2_011	4	0.5	243|165|48|255	7.13	86|83|83|255	5.02	255|234|65|255	10.37									
1073		1|1|1		0.5	m2_012	4	0.5	61|61|61|255	4.65	255|210|250|230	5.79	255|200|56|255	6.34									
1101		1|1|1	1	0.35	f2_001	0	0.35	74|216|236|255	3.63	196|247|255|162	0	82|240|255|255	0									
1102		1|1|1		0.35	f2_001	4	0.35	141|122|241|255	4.24	255|255|255|228	3.8	187|155|255|177	0									
1103		1|1|1	1	0.35	f2_001	0	0.35	245|255|157|255	3.5	255|255|255|194	0	255|247|148|211	0									
1104		1|1|1		0.28	f2_002	4	0.28	255|134|146|165	3.67	245|160|113|149	3.84	255|223|223|255	3.5									
1105		1|1|1		0.28	f2_002	4	0.28	255|254|253|255	3.49	255|218|99|149	0	251|251|251|255	3.55									
1106		1|1|1		0.3	f2_002	4	0.3	255|205|118|217	3.49	255|246|217|188	0	236|227|218|241	3.76									
1107		1|1|1		0.16	f2_003	4	0.16	28|255|208|241	3.83	0|255|201|211	3.38	238|255|226|255	0									
1108		1|1|1		0.16	f2_003	4	0.16	255|255|255|107	2.84	255|200|28|185	3.43	234|234|234|241	0									
1109		1|1|1		0.19	f2_003	4	0.19	72|157|225|221	3.85	255|255|255|183	3.28	113|220|241|219	0									
1110		1|1|1	1	0.24	f2_006	0	0.24	255|86|86|205	2.74	255|221|133|255	3.79	255|234|234|255	3.53									
1111		1|1|1	1	0.1	f2_006	0	0.1	170|237|255|255	0	203|144|255|255	3.79	255|255|255|255	3.39									
1112		1|1|1	1	0.21	f2_006	0	0.21	255|218|123|245	0	255|255|255|255	4.03	255|255|255|255	3.39									
1113		1|1|1		0.1	f2_004	4	0.1	200|223|232|255	1.98	255|255|255|252	2.15	255|239|110|255	3.4									
1114		1|1|1	1	0.1	f2_004	0	0.1	255|121|121|255	3.71	255|255|255|255	0	255|255|255|255	3.48									
1115		1|1|1	1	0.1	f2_004	0	0.1	148|255|250|255	3.12	255|255|255|255	0	255|255|255|255	3.46									
1116		1|1|1		0.37	f2_005	4	0.37	236|107|142|213	4.51	249|187|208|234	3.56	255|255|255|255	0									
1117		1|1|1		0.29	f2_005	4	0.29	73|70|65|175	0	236|235|210|255	3.62	255|255|255|255	0									
1118		1|1|1	1	0.1	f2_005	0	0.1	156|255|125|215	0	213|255|193|255	0	255|255|255|255	0									
1119		1|1|1		0.31	f2_007	4	0.31	218|255|213|200	3.46	123|255|206|188	3.99	255|214|135|207	3.64									
1120		1|1|1		0.62	f2_007	4	0.62	255|255|255|194	3.6	255|255|255|195	3.77	215|215|215|226	4.92									
1121		1|1|1		0.57	f2_007	4	0.57	228|67|67|200	3.28	219|46|46|141	3.96	255|244|163|207	3.58									
1122		1|1|1		0.65	f2_008	4	0.65	220|120|241|255	4.71	205|142|206|220	5.14	198|177|249|185	0									
1123		1|1|1		0.5	f2_008	4	0.5	255|104|120|217	4.84	255|121|121|134	0	228|117|117|145	0									
1124		1|1|1		0.68	f2_008	4	0.68	255|255|255|255	5.66	219|237|255|222	3.63	118|232|255|255	0									
1125		1|1|1		0.35	f2_007	4	0.35	255|220|161|179	3.28	255|213|78|134	3.96	255|195|88|207	4.92									
1126		1|1|1		0.68	f2_008	4	0.68	255|230|93|142	4.47	255|219|103|255	4.89	255|239|116|255	2.97									
1127		1|1|1		0.42	f2_009	4	0.42	255|226|0|0	3.3	255|195|0|255	5.31	255|195|1|255	3.97									
1128		1|1|1		0.42	f2_009	4	0.42	136|211|226|201	4.15	185|178|178|255	6.2	206|203|200|195	0									
1129		1|1|1		0.42	f2_009	4	0.42	192|133|236|160	3.75	162|251|225|255	4.3	155|249|222|255	0									
1130		1|1|1		0.35	f2_009	4	0.35	255|189|106|142	3.57	204|62|52|255	5.13	255|73|73|255	2.97									
1131		1|1|1		0.46	f2_010	4	0.46	195|48|48|207	3.2	230|71|71|255	3.58	255|204|73|255	4									
1132		1|1|1		0.46	f2_010	4	0.46	255|247|232|255	3.27	241|250|255|255	4.4	255|196|91|255	4.61									
1133		1|1|1		0.5	f2_010	4	0.5	255|131|174|209	3.64	255|232|246|220	3.84	255|189|91|222	3.91									
1134		1|1|1	1	0.21	f2_011	0	0.21	255|255|255|161	3.16	183|140|236|255	4.29	208|202|255|255	4.21									
1135		1|1|1	1	0.21	f2_011	0	0.21	255|255|255|201	3.94	86|248|255|255	4.29	189|244|255|255	3.76									
1136		1|1|1		0.28	f2_011	4	0.28	255|255|255|255	4.73	89|172|78|218	3.79	242|234|255|209	3.36									
1137		1|1|1	1	0	f2_012	0	0	121|73|221|255	0	241|11|255|255	3.26	255|69|69|255	0									
1138		1|1|1	1	0	f2_012	0	0	86|227|255|255	0	249|157|255|255	3.26	255|255|255|255	0									
1139		1|1|1	1	0	f2_012	0	0	170|255|136|255	0	179|249|153|255	3.26	169|255|148|255	0									
1171		1|1|1		0.5	f2_010	4	0.5	255|236|196|255	4.01	255|173|71|220	4.27	213|213|213|255	4.34									
1172		1|1|1		0.28	f2_011	4	0.28	255|255|255|255	4.73	255|223|91|205	3.79	255|255|255|247	3.33									
1173		1|1|1		0.1	f2_012	4	0.1	255|152|22|255	0	255|255|255|255	0	255|216|58|239	0									
1201		1|1|1		0.61	f1_001	4	0.61	164|139|46|230	4.5	28|22|20|166	6.43	255|188|69|255	5.07									
1202		1|1|1		0.29	f1_001	4	0.29	210|255|243|255	2.71	179|161|175|234	4	134|255|180|188	3.31									
1203		1|1|1		0.29	f1_001	4	0.29	255|255|255|255	0.73	74|74|74|255	2.07	255|255|255|255	4.03									
1204		1|1|1	1	0.27	f1_004	0	0.27	255|255|255|168	0	255|255|255|255	3.69	255|222|138|226	3.54									
1205		1|1|1		0.32	f1_004	1	0.32	249|82|82|168	7.07	255|202|107|255	4.38	193|195|176|226	3.83									
1206		1|1|1		0.32	f1_004	3.74	0.32	159|133|110|168	6	255|187|103|255	4.26	93|19|39|255	7.04									
1207		1|1|1		0.28	f1_002	4	0.28	236|255|153|255	3.8	155|213|255|194	4.98	56|115|118|255	5.65									
1208		1|1|1		0.23	f1_002	4	0.23	255|142|168|213	3.44	206|104|157|0	6.12	194|156|196|255	4.58									
1209		1|1|1		0.19	f1_002	4	0.19	255|175|18|255	4.77	249|176|84|255	9.37	251|255|185|255	3.47									
1210		1|1|1		0.45	f1_003	4	0.45	4|196|61|255	0	178|178|178|255	4.3	249|199|245|255	0									
1211		1|1|1		0.45	f1_003	4	0.45	255|231|131|207	3.75	178|178|178|255	4.3	255|212|121|255	0									
1212		1|1|1		0.45	f1_003	4	0.45	230|28|124|255	0	178|178|178|255	4.3	249|199|245|255	0									
1213		1|1|1		0.58	f1_005	4	0.58	92|144|140|255	8.02	236|227|245|255	3.78	65|58|58|255	2.91									
1214		1|1|1		0.54	f1_005	4	0.54	128|117|170|255	8.55	140|0|55|255	5.01	65|58|58|255	2.91									
1215		1|1|1		0.16	f1_005	4	0.16	255|255|255|209	3.54	255|53|131|255	3.75	255|123|148|255	3.75									
1216		1|1|1		0.1	f1_006	4	0.1	153|196|255|255	4.15	142|157|255|255	3.24	168|135|255|255	5.07									
1217		1|1|1		0.1	f1_006	4	0.1	153|255|171|255	4.15	176|251|173|255	3.24	135|195|255|255	5.07									
1218		1|1|1		0.1	f1_006	1	0.1	245|247|101|255	4.15	254|255|210|255	3.24	248|255|135|255	5.07									
1219		1|1|1		0.1	f1_007	1	0.1	152|230|185|255	3.19	255|255|255|255	2.82	88|255|123|255	0									
1220		1|1|1		0.1	f1_007	1	0.1	236|140|201|255	3.15	255|255|255|255	3.4	255|88|88|156	0									
1221		1|1|1		0.38	f1_007	4	0.38	74|31|43|202	4.1	195|176|114|255	5.28	255|123|123|255	0									
1222		1|1|1		0.52	f1_008	4	0.52	255|255|255|255	15.51	58|58|58|255	6.28	153|2|49|255	0									
1223		1|1|1		0.5	f1_008	4	0.5	255|255|255|255	7.37	255|255|255|255	7.41	65|65|65|255	3.47									
1224		1|1|1		0.5	f1_008	4	0.5	255|255|255|255	5.55	255|73|227|255	6.3	244|221|255|255	3.47									
1225		1|1|1		0.48	f1_007	4	0.48	251|181|0|255	3.45	211|193|93|255	4.35	69|69|69|255	0									
1226		1|1|1		0.1	f1_008	4	0.1	255|255|255|255	4.07	255|220|26|255	6.47	255|230|93|255	3.66									
1227		1|1|1		0.42	f1_009	4	0.42	249|150|25|255	7.91	249|213|64|255	3.62	249|241|209|198	4.27									
1228		1|1|1		0.42	f1_009	4	0.42	255|37|131|255	9.95	255|176|176|201	0	255|187|239|255	4.9									
1229		1|1|1		0.42	f1_009	4	0.42	154|120|255|255	7.66	241|215|255|255	3.15	161|216|255|250	4.72									
1230		1|1|1		0.42	f1_009	4	0.42	34|202|236|255	5.38	130|240|181|255	3.14	255|237|193|250	4.95									
1231		1|1|1		0.41	f1_010	4	0.41	255|126|97|196	7.94	255|250|228|255	3.98	255|198|48|255	5.67									
1232		1|1|1		0.41	f1_010	4	0.41	80|146|255|172	7.88	251|251|251|255	3.82	223|208|255|255	5.67									
1233		1|1|1		0.41	f1_010	4	0.41	255|103|225|215	7.88	251|251|251|255	3.82	253|173|237|225	5.67									
1234		1|1|1		0.5	f1_011	4	0.5	255|97|152|190	6.17	255|146|198|179	3.61	253|241|249|255	3.29									
1235		1|1|1		0.5	f1_011	4	0.5	50|187|255|172	4.41	131|208|255|188	2.98	170|241|255|255	3.7									
1236		1|1|1		0.5	f1_011	4	0.5	243|69|69|185	5.5	255|112|112|174	3.91	251|201|201|220	0									
1237		1|1|1		0.5	f1_012	4	0.5	255|255|255|255	3.6	255|241|242|255	1.28	247|125|255|255	13.01									
1238		1|1|1		0.5	f1_012	4	0.5	255|255|255|255	3.17	44|185|255|255	6.2	255|223|119|255	13.3									
1239		1|1|1		0.59	f1_012	4	0.59	119|255|193|255	0	255|255|255|255	5.78	230|255|240|255	12.57									
1271		1|1|1		0.51	f1_010	4	0.51	255|171|11|214	7.19	255|221|156|255	4.03	251|236|214|255	5.28									
1272		1|1|1		0.5	f1_011	4	0.5	255|194|63|185	5.5	255|240|140|255	3.75	255|242|170|220	2.85									
1273		1|1|1		0.5	f1_012	4	0.5	255|218|121|255	0	213|173|102|255	8.72	255|196|108|255	9.74									
1301		1|1|1		0.39	m1_001	4	0.39	67|67|67|232	0	241|220|149|71	4.26	255|229|121|255	3.52									
1302		1|1|1		0.55	m1_001	4	0.55	234|213|146|232	0	241|220|149|71	4.26	247|255|121|255	3.37									
1303		1|1|1		0.55	m1_001	4	0.55	238|238|238|255	0	255|225|131|71	4.26	236|229|217|255	3.58									
1304		1|1|1	1	0.19	m1_003	0	0.19	63|62|62|255	0	255|110|110|255	3.6	153|153|153|255	3.16									
1305		1|1|1	1	0.32	m1_003	0	0.32	236|209|99|247	0	255|172|67|0	3.6	255|255|255|255	3.01									
1306		1|1|1	1	0.32	m1_003	0	0.32	178|49|49|247	0	255|67|67|0	3.6	255|255|255|255	3.53									
1307		1|1|1		0.46	m1_002	4	0.46	255|255|255|32	5.16	56|53|49|188	4.64	255|255|255|255	3.56									
1308		1|1|1		0.46	m1_002	4	0.46	255|255|255|255	3.51	56|53|49|188	4.64	249|255|149|222	3.05									
1309		1|1|1		0.46	m1_002	4	0.46	255|206|78|0	5.58	56|53|49|188	4.64	255|255|255|255	3.55									
1310		1|1|1		0.37	m1_005	4	0.37	67|67|67|255	0	172|172|172|255	0	255|255|255|255	3.36									
1311		1|1|1		0.33	m1_005	4	0.33	255|255|255|236	2.75	255|255|255|145	0	255|255|255|255	3.21									
1312		1|1|1		0.33	m1_005	4	0.33	241|201|115|255	0	204|142|142|255	0	255|255|255|255	3.25									
1313		1|1|1		0.25	m1_004	4	0.25	39|39|39|255	2.32	255|255|255|255	3.78	187|160|90|255	3.81									
1314		1|1|1		0.21	m1_004	4	0.21	255|76|139|255	0	181|141|110|175	3.19	232|206|179|255	2.75									
1315		1|1|1		0.24	m1_004	4	0.24	0|255|149|177	0	128|183|158|255	3.77	255|228|140|255	3.26									
1316		1|1|1		0.28	m1_008	4	0.28	230|191|108|141	0	255|221|110|3	3.8	238|238|238|255	3.54									
1317		1|1|1		0.37	m1_008	4	0.37	67|67|67|141	0	255|110|110|3	3.37	217|217|217|255	3.83									
1318		1|1|1		0.38	m1_008	4	0.38	193|193|193|141	0	255|255|255|3	3.75	232|232|232|255	3.57									
1319		1|1|1		0.34	m1_007	4	0.34	147|219|129|255	0	255|240|181|255	0	255|255|255|255	3.16									
1320		1|1|1		0.35	m1_007	4	0.35	255|255|255|230	4.53	101|255|255|255	2.63	255|255|255|255	3.58									
1321		1|1|1		0.29	m1_007	4	0.29	95|95|95|120	0	255|222|138|255	0	255|255|255|255	3.1									
1322		1|1|1		0.1	m1_006	4	0.1	133|169|255|0	4.13	166|255|247|255	2.82	111|118|165|255	10.78									
1323		1|1|1		0.1	m1_006	4	0.1	198|67|67|0	4.13	255|166|166|255	2.82	225|81|81|255	10.78									
1324		1|1|1		0.1	m1_006	4	0.1	106|106|106|255	6.27	255|254|251|255	0	255|253|249|255	10.63									
1325		1|1|1		0.35	m1_007	4	0.35	255|224|125|128	3.09	255|227|136|245	3.35	255|251|138|255	3.32									
1326		1|1|1		0.1	m1_006	4	0.1	255|203|35|255	6.27	255|195|0|255	0	255|195|0|255	10.6									
1327		1|1|1		0.5	m1_009	4	0.5	69|69|69|255	3.61	153|111|0|131	4.89	255|152|0|126	6.42									
1328		1|1|1		0.5	m1_009	4	0.5	99|232|251|255	3.42	228|255|247|255	3.75	110|120|168|255	10									
1329		1|1|1		0.5	m1_009	4	0.5	255|135|236|255	3.42	195|198|253|255	4.58	110|113|168|255	10									
1330		1|1|1		0.5	m1_009	4	0.5	255|255|255|255	3.85	63|63|63|255	0	255|84|84|255	8.64									
1331		1|1|1		0.5	m1_010	4	0.5	93|93|93|255	4.25	149|45|47|199	4.15	255|246|232|193	5.43									
1332		1|1|1		0.46	m1_010	4	0.46	253|255|254|255	4.68	213|255|214|255	3.45	112|255|207|255	3.96									
1333		1|1|1		0.46	m1_010	4	0.46	255|67|67|255	3.82	234|234|234|255	3.3	255|250|238|255	5.51									
1334		1|1|1		0.5	m1_011	4	0.5	195|64|64|255	10.26	255|114|82|194	4.9	255|232|208|255	4.32									
1335		1|1|1		0.5	m1_011	4	0.5	82|255|140|255	5.67	123|255|173|255	5.55	239|255|144|255	4.98									
1336		1|1|1		0.5	m1_011	4	0.5	255|168|153|255	4.89	255|255|255|255	4.84	255|233|187|255	4.09									
1337		1|1|1	1	0.02	m1_012	0	0.02	255|255|255|255	3.81	24|71|208|255	4.18	91|187|255|255	4.26									
1338		1|1|1	1	0.02	m1_012	0	0.02	255|56|56|255	4.06	255|0|0|255	2.98	71|71|71|255	3.78									
1339		1|1|1	1	0.02	m1_012	0	0.02	114|114|114|255	0	255|221|133|255	4.1	255|255|255|255	3.9									
1371		1|1|1		0.46	m1_010	4	0.46	255|241|187|255	4.21	255|213|140|255	3.56	255|193|84|255	6.26									
1372		1|1|1		0.5	m1_011	4	0.5	255|185|61|255	11.21	255|199|52|255	5.97	255|243|219|255	4.83									
1373		1|1|1	1	0.02	m1_012	0	0.02	255|225|101|255	4.06	0|0|0|255	3.62	255|187|41|227	3.9									
1401		1|1|1		0.1	m3_001	4	0.1	69|80|88|255	0	255|220|138|0	2.57	251|215|162|224	0									
1402		1|1|1		0.26	m3_001	4	0.26	236|186|116|255	0	234|183|93|0	2.57	255|196|110|183	0									
1403		1|1|1		0.13	m3_001	4	0.13	115|115|200|211	0	228|231|255|0	2.57	183|179|232|224	0									
1404		1|1|1		0	m3_002	4	0	133|146|165|255	0	137|150|161|255	0	241|199|154|224	0									
1405		1|1|1		0.12	m3_002	4	0.12	255|224|170|255	0	236|197|168|255	0	108|91|83|255	3.59									
1406		1|1|1		0.04	m3_002	4	0.04	253|255|243|234	0	208|225|238|255	0	255|226|181|255	3.59									
