Index	Name	AttribID	AttackSpeed	MaxLife	FightPower	Miss	HitRate	MinBaseAttack	MaxBaseAttack	WoodDamage	WaterDamage	FireDamage	EarthDamage	WoodResist	WaterResist	FireResist	EarthResist	DeadlyStrike	MetalDamage	MetalResist	SeriesDamageValue
MobaBattle_monster1	魔霸战场野怪低	149	15	{90,680000*0.7*0.5},  {100,800000*0.7*0.5},  {110,960000*0.7*0.5},  {120,1120000*0.7*0.5},  {130,1280000*0.7*0.5},  {140,1440000*0.7*0.5},  {150,1600000*0.7*0.5}	0	0	{10,1000},{100,2800},{150,7000}	{90,680000*0.7*0.06},  {100,800000*0.7*0.06},  {110,960000*0.7*0.06},  {120,1120000*0.7*0.06},  {130,1280000*0.7*0.06},  {140,1440000*0.7*0.06},  {150,1600000*0.7*0.06}	{90,680000*0.7*0.06},  {100,800000*0.7*0.06},  {110,960000*0.7*0.06},  {120,1120000*0.7*0.06},  {130,1280000*0.7*0.06},  {140,1440000*0.7*0.06},  {150,1600000*0.7*0.06}	0	0	0	0	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{1,50},{10,100},{50,150},{70,200},{110,800}			
MobaBattle_monster2	魔霸战场野怪中	150	15	{90,680000*1*0.5},  {100,800000*1*0.5},  {110,960000*1*0.5},  {120,1120000*1*0.5},  {130,1280000*1*0.5},  {140,1440000*1*0.5},  {150,1600000*1*0.5}	0	0	{10,1000},{100,2800},{150,7000}	{90,680000*1*0.06},  {100,800000*1*0.06},  {110,960000*1*0.06},  {120,1120000*1*0.06},  {130,1280000*1*0.06},  {140,1440000*1*0.06},  {150,1600000*1*0.06}	{90,680000*1*0.06},  {100,800000*1*0.06},  {110,960000*1*0.06},  {120,1120000*1*0.06},  {130,1280000*1*0.06},  {140,1440000*1*0.06},  {150,1600000*1*0.06}	0	0	0	0	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{1,50},{10,100},{50,150},{70,200},{110,800}			
MobaBattle_monster3	魔霸战场野怪高	171	15	{90,680000*1.2*0.5},  {100,800000*1.2*0.5},  {110,960000*1.2*0.5},  {120,1120000*1.2*0.5},  {130,1280000*1.2*0.5},  {140,1440000*1.2*0.5},  {150,1600000*1.2*0.5}	0	0	{10,1000},{100,2800},{150,7000}	{90,680000*1.2*0.06},  {100,800000*1.2*0.06},  {110,960000*1.2*0.06},  {120,1120000*1.2*0.06},  {130,1280000*1.2*0.06},  {140,1440000*1.2*0.06},  {150,1600000*1.2*0.06}	{90,680000*1.2*0.06},  {100,800000*1.2*0.06},  {110,960000*1.2*0.06},  {120,1120000*1.2*0.06},  {130,1280000*1.2*0.06},  {140,1440000*1.2*0.06},  {150,1600000*1.2*0.06}	0	0	0	0	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{1,50},{10,100},{50,150},{70,200},{110,800}			
Wild_Normal	野外小怪	611	15	{10,650},{20,5000},{30,12000},{40,28000},{50,40000},{60,60000},{70,80000},{80,160000},{90,270000},{100,350000},{110,450000},{120,580000}	0	0	{10,1000},{100,2800},{150,7000}	{10,5},{20,10},{30,40},{40,80},{50,200},{60,250},{70,350},{80,600},{110,1200}	{10,5},{20,10},{30,40},{40,80},{50,200},{60,250},{70,350},{80,600},{110,1200}	0	0	0	0	0	0	0	0	{1,50},{10,100},{50,150},{70,200},{110,800}			
Wlld_Elite	野外精英	612	15	{10,650*16},{20,5000*20},{30,12000*20},{40,28000*20},{50,40000*20},{60,60000*20},{70,80000*20},{80,160000*20},{90,270000*20},{100,350000*20},{110,450000*20},{120,580000*20}	0	0	{10,1000},{100,2800},{150,7000}	{10,5},{20,10},{30,40},{40,80},{50,200},{60,250},{70,350},{80,600},{110,1200}	{10,5},{20,10},{30,40},{40,80},{50,200},{60,250},{70,350},{80,600},{110,1200}	0	0	0	0	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800}	{1,50},{10,100},{50,150},{70,200},{110,800}			
Siege_Wall_City	主城城门	1001	15	{55,300000*160},{65,420000*160},{75,600000*160},{85,780000*160},{95,960000*160},{105,1150000*160}	0		{10,1000},{100,2800},{150,7000}	{20,120*5.5},  {30,250*5.5},  {40,400*5.5},  {50,600*5.5}	{20,120*5.5},  {30,250*5.5},  {40,400*5.5},  {50,600*5.5}	0	0	0	0	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800}	{1,50},{10,100},{50,150},{70,200},{110,800}			
Siege_Wall_Town	村镇城门	1002	15	{55,300000*100},{65,420000*100},{75,600000*100},{85,780000*100},{95,960000*160},{105,1150000*160}	0		{10,1000},{100,2800},{150,7000}	{20,120*5.5},  {30,250*5.5},  {40,400*5.5},  {50,600*5.5}	{20,120*5.5},  {30,250*5.5},  {40,400*5.5},  {50,600*5.5}	0	0	0	0	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800}	{1,50},{10,100},{50,150},{70,200},{110,800}			
Siege_Ram	攻城车	1003	15	{55,70000*10},{65,100000*10},{75,140000*10},{85,180000*10},{95,230000*10},{105,270000*10}	0		{10,1000},{100,2800},{150,7000}	{20,120*5.5},  {30,250*5.5},  {40,400*5.5},  {50,600*5.5}	{20,120*5.5},  {30,250*5.5},  {40,400*5.5},  {50,600*5.5}	0	0	0	0	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800}	{1,50},{10,100},{50,150},{70,200},{110,800}			
Siege_Ballista	弩车	1004	15	{55,70000*6},{65,100000*6},{75,140000*6},{85,180000*6},{95,230000*6},{105,270000*6}	0		{10,1000},{100,2800},{150,7000}	{20,120*5.5},  {30,250*5.5},  {40,400*5.5},  {50,600*5.5}	{20,120*5.5},  {30,250*5.5},  {40,400*5.5},  {50,600*5.5}	0	0	0	0	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800}	{1,50},{10,100},{50,150},{70,200},{110,800}			
Siege_Cannon	炮车	1005	15	{55,70000*6},{65,100000*6},{75,140000*6},{85,180000*6},{95,230000*6},{105,270000*6}	0		{10,1000},{100,2800},{150,7000}	{20,120*5.5},  {30,250*5.5},  {40,400*5.5},  {50,600*5.5}	{20,120*5.5},  {30,250*5.5},  {40,400*5.5},  {50,600*5.5}	0	0	0	0	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800}	{1,50},{10,100},{50,150},{70,200},{110,800}			
Siege_Marksman	神射手	1006	15	{55,70000*3},{65,100000*3},{75,140000*3},{85,180000*3},{95,230000*6},{105,270000*6}	0		{10,1000},{100,2800},{150,7000}	{55,4500*1},  {65,6500*1},  {75,9500*1},  {85,13000*1},  {95,15000*1},  {105,20000*1}	{55,4500*1},  {65,6500*1},  {75,9500*1},  {85,13000*1},  {95,15000*1},  {105,20000*1}	0	0	0	0	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800}	{1,50},{10,100},{50,150},{70,200},{110,800}			
Siege_Flag	旗鼓手	1007	15	{55,300000*6},{65,420000*6},{75,600000*6},{85,780000*6},{95,960000*6},{105,1150000*6}	0		{10,1000},{100,2800},{150,7000}	{20,120*5.5},  {30,250*5.5},  {40,400*5.5},  {50,600*5.5}	{20,120*5.5},  {30,250*5.5},  {40,400*5.5},  {50,600*5.5}	0	0	0	0	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800}	{1,50},{10,100},{50,150},{70,200},{110,800}			
Siege_Totem_1	主龙柱	1008	15	{55,300000*50},{65,420000*50},{75,600000*50},{85,780000*50},{95,960000*50},{105,1150000*50},{115,1500000*50}	0		{10,1000},{100,2800},{150,7000}	{20,120*5.5},  {30,250*5.5},  {40,400*5.5},  {50,600*5.5}	{20,120*5.5},  {30,250*5.5},  {40,400*5.5},  {50,600*5.5}	0	0	0	0	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800}	{1,50},{10,100},{50,150},{70,200},{110,800}			
Siege_Totem_2	次龙柱	1009	15	{55,300000*30},{65,420000*30},{75,600000*30},{85,780000*30},{95,960000*30},{105,1150000*30},{115,1500000*30}	0		{10,1000},{100,2800},{150,7000}	{20,120*5.5},  {30,250*5.5},  {40,400*5.5},  {50,600*5.5}	{20,120*5.5},  {30,250*5.5},  {40,400*5.5},  {50,600*5.5}	0	0	0	0	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800},{120,1000}	{10,100},{30,150},{40,200},{50,250},{60,300},{70,350},{80,400},{110,800}	{1,50},{10,100},{50,150},{70,200},{110,800}			
NianShou	新年年兽	10000	15	{1,15000000},{10,15000000}	0	0	{10,7000},{150,7000}	0	0	0	0	0	0	0	0	0	0	0	0	0	
Xisuidao_Gold	天机制式傀儡-金	8	15	{1,1500},{2,1800},{3,2200},{4,2600},{5,4000},{6,7500},{7,8500},{8,9500},{9,12000},{10,14000},{15,20000},{20,36000},{30,56000},{40,76000},{100,60000*12},{110,75000*12}	0	0	{10,1000},{100,2800},{150,7000}	{1,3},{2,3},{3,4},{4,5},{5,12},{6,18},{7,30},{8,35},{9,50},{10,70},{15,110},{20,160},{21,110*2},{30,230*2},{31,196*2},{40,380*2},{41,420*2},{50,600*2}	{1,3},{2,3},{3,4},{4,5},{5,12},{6,18},{7,30},{8,35},{9,50},{10,70},{15,110},{20,160},{21,110*2},{30,230*2},{31,196*2},{40,380*2},{41,420*2},{50,600*2}	0	0	0	0	1000	200	0	200			200	1000
Xisuidao_Wood	天机制式傀儡-木	9	15	{1,1500},{2,1800},{3,2200},{4,2600},{5,4000},{6,7500},{7,8500},{8,9500},{9,12000},{10,14000},{15,20000},{20,36000},{30,56000},{40,76000},{100,60000*12},{110,75000*12}	0	0	{10,1000},{100,2800},{150,7000}	{1,3},{2,3},{3,4},{4,5},{5,12},{6,18},{7,30},{8,35},{9,50},{10,70},{15,110},{20,160},{21,110*2},{30,230*2},{31,196*2},{40,380*2},{41,420*2},{50,600*2}	{1,3},{2,3},{3,4},{4,5},{5,12},{6,18},{7,30},{8,35},{9,50},{10,70},{15,110},{20,160},{21,110*2},{30,230*2},{31,196*2},{40,380*2},{41,420*2},{50,600*2}	0	0	0	0	200	200	200	1000			0	1000
Xisuidao_Water	天机制式傀儡-水	10	15	{1,1500},{2,1800},{3,2200},{4,2600},{5,4000},{6,7500},{7,8500},{8,9500},{9,12000},{10,14000},{15,20000},{20,36000},{30,56000},{40,76000},{100,60000*12},{110,75000*12}	0	0	{10,1000},{100,2800},{150,7000}	{1,3},{2,3},{3,4},{4,5},{5,12},{6,18},{7,30},{8,35},{9,50},{10,70},{15,110},{20,160},{21,110*2},{30,230*2},{31,196*2},{40,380*2},{41,420*2},{50,600*2}	{1,3},{2,3},{3,4},{4,5},{5,12},{6,18},{7,30},{8,35},{9,50},{10,70},{15,110},{20,160},{21,110*2},{30,230*2},{31,196*2},{40,380*2},{41,420*2},{50,600*2}	0	0	0	0	200	200	1000	0			200	1000
Xisuidao_Fire	天机制式傀儡-火	11	15	{1,1500},{2,1800},{3,2200},{4,2600},{5,4000},{6,7500},{7,8500},{8,9500},{9,12000},{10,14000},{15,20000},{20,36000},{30,56000},{40,76000},{100,60000*12},{110,75000*12}	0	0	{10,1000},{100,2800},{150,7000}	{1,3},{2,3},{3,4},{4,5},{5,12},{6,18},{7,30},{8,35},{9,50},{10,70},{15,110},{20,160},{21,110*2},{30,230*2},{31,196*2},{40,380*2},{41,420*2},{50,600*2}	{1,3},{2,3},{3,4},{4,5},{5,12},{6,18},{7,30},{8,35},{9,50},{10,70},{15,110},{20,160},{21,110*2},{30,230*2},{31,196*2},{40,380*2},{41,420*2},{50,600*2}	0	0	0	0	200	0	200	200			1000	1000
Xisuidao_Earth	天机制式傀儡-土	12	15	{1,1500},{2,1800},{3,2200},{4,2600},{5,4000},{6,7500},{7,8500},{8,9500},{9,12000},{10,14000},{15,20000},{20,36000},{30,56000},{40,76000},{100,60000*12},{110,75000*12}	0	0	{10,1000},{100,2800},{150,7000}	{1,3},{2,3},{3,4},{4,5},{5,12},{6,18},{7,30},{8,35},{9,50},{10,70},{15,110},{20,160},{21,110*2},{30,230*2},{31,196*2},{40,380*2},{41,420*2},{50,600*2}	{1,3},{2,3},{3,4},{4,5},{5,12},{6,18},{7,30},{8,35},{9,50},{10,70},{15,110},{20,160},{21,110*2},{30,230*2},{31,196*2},{40,380*2},{41,420*2},{50,600*2}	0	0	0	0	0	1000	200	200			200	1000
