NpcResId	NpcResFile	ResAttribID	Desc	RunSoundID	DeathSoundID	HitSoundID	Height	Width	at_frame	at_cross	bat_frame	bat_cross	die_frame	die_event	die_cross	dz_frame	dz_cross	jf_frame	jf_cross	jfd_frame	jfd_cross	jt_frame	jt_cross	wlk_frame	wlk_cross	wlk_event	run_frame	run_cross	run_event	st_frame	st_cross	st_event	st01_frame	st01_cross	st02_frame	st02_cross	sta_frame	sta_cross	qg_frame	qg_cross	at01_frame	at01_cross	at01_event	at02_frame	at02_cross	at03_frame	at03_cross	at04_frame	at04_cross	jn01_frame	jn01_cross	jn02_frame	jn02_cross	jn03_frame	jn03_cross	jn04_frame	jn04_cross	jn05_frame	jn05_cross	ex01_frame	ex01_cross	jn02a_frame	jn02a_cross	jn02b_frame	jn02b_cross	qg01_frame	qg01_cross	qg02_frame	qg02_cross	qg03_frame	qg03_cross	qg04_frame	qg04_cross	qg05_frame	qg05_cross	jn04(dl)_frame	jn04(dl)_cross	jsrun_frame	jsrun_cross	dl_frame	dl_cross	jf_gz_frame	jf_gz_cross	zx_frame	zx_cross	zst_frame	zst_cross	ts01_frame	ts01_cross	ts02_frame	ts02_cross	ts03_frame	ts03_cross
134	Player/Npcs/Prefabs/npc_034.prefab		1.江湖流寇2.流寇頭目3.無憂教弟子				1.75	0.5	16	0.1	6	0.1	20		0			30	0.1	16	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	13	0.4	15	0.1		17	0.08		0.1		0.1	42	0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
135	Player/Npcs/Prefabs/npc_035.prefab						1.75	0.5	16	0.1	6	0.1	20		0			20	0.5	20	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	38	0.4	15	0.1		15	0.08		0.1		0.1	5	0.09		0.15		0.15		0.15		0.15		0.15		0.08																									20	0.05				
136	Player/Npcs/Prefabs/npc_036.prefab		1.強盜2.強盜頭目				1.75	0.5	16	0.1	6	0.1	19		0			30	0.1	19	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	13	0.4	15	0.1		19	0.08		0.1		0.1	5	0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
137	Player/Npcs/Prefabs/npc_037.prefab		1.五毒教女精英2.波東哈				1.75	0.5	16	0.1	6	0.1	20		0			16	0.5	16	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	13	0.4	15	0.1		17	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
138	Player/Npcs/Prefabs/npc_038.prefab		路達				1.75	0.5	16	0.1	6	0.1	20		0			17	0.5	17	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	13	0.4	15	0.1		20	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
139	Player/Npcs/Prefabs/npc_039.prefab		1.藥王谷弟子2.礦工				1.75	0.5	16	0.1	6	0.1	20		0			30	0.1	18	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	13	0.4	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
140	Player/Npcs/Prefabs/npc_040.prefab		聶鷹				1.75	0.5	16	0.1	6	0.1	20		0			19	0.5	19	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	13	0.4	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
141	Player/Npcs/Prefabs/npc_041.prefab		楊瑛				1.75	0.5	16	0.1	6	0.1	20		0			19	0.5	19	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	13	0.4	13	0.1		14	0.08	15	0.1	15	0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
142	Player/Npcs/Prefabs/npc_042.prefab		1.無名壯漢2.王大錘				1.75	0.5	16	0.1	6	0.1	18		0			18	0.5	18	0.5		0.1	15	0.1		9	0.2		30	0.2		30	0.2	30	0.2	25	0.2	13	0.4	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
143	Player/Npcs/Prefabs/npc_043.prefab		顧武				1.75	0.5	16	0.1	6	0.1	18		0			31	0.1	18	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	13	0.4	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																			30	0.1										
144	Player/Npcs/Prefabs/npc_044.prefab		陸文龍				1.75	0.5	16	0.1	6	0.1	18		0			17	0.5	17	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	13	0.4	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
145	Player/Npcs/Prefabs/npc_045.prefab		鐘蘭心				1.75	0.5	16	0.1	6	0.1	16		0			20	0.5	20	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	13	0.4	13	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
146	Player/Npcs/Prefabs/npc_046.prefab		1.老李2.萬金財				2	0.5	16	0.1	6	0.1	22		0			19	0.5	19	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	18	0.2	13	0.4	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
147	Player/Npcs/Prefabs/npc_047.prefab		獵鷹				1.75	0.5	16	0.1	6	0.1	18		0			18	0.5	18	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	13	0.4	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
149	Player/Npcs/Prefabs/npc_049.prefab		高長恭				2.3	0.5	16	0.1	6	0.1	18		0			20	0.1	20	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	13	0.4	15	0.1		15	0.08		0.1		0.1	20	0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
150	Player/Npcs/Prefabs/npc_050.prefab		1.刀盾兵2.衛兵				1.75	0.5	16	0.1	6	0.1	19		0			30	0.1	18	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	13	0.4	15	0.1		15	0.08		0.1		0.1	20	0.09		0.15		0.15		0.15		0.15		0.15		0.08																									20	0.09				
151	Player/Npcs/Prefabs/npc_051.prefab		鐮槍衛				1.75	0.5	16	0.1	6	0.1	20		0			30	0.1	16	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2		0.15	13	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
152	Player/Npcs/Prefabs/npc_052.prefab		1.長弓手2.楚天霸				1.75	0.5	16	0.1	6	0.1	20		0			30	0.1	18	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2		0.15	17	0.1		19	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
153	Player/Npcs/Prefabs/npc_053.prefab		趙節				1.75	0.5	16	0.1	6	0.1	18		0			18	0.5	18	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	20	0.15	15	0.1		16	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
154	Player/Npcs/Prefabs/npc_054.prefab		1.機關戰車				1.75	0.5	16	0.1	6	0.1	16		0			30	0.1	14	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	14	0.1		17	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
155	Player/Npcs/Prefabs/npc_055.prefab		天蠱毒屍				2.5	0.5	16	0.1	6	0.1	20		0			30	0.1	18	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	13	0.4	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
156	Player/Npcs/Prefabs/npc_056.prefab		孟知秋				1.9	0.5	16	0.1	6	0.1	20		0			19	0.5	19	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	19	0.15	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																									25	0.05				
157	Player/Npcs/Prefabs/npc_057.prefab		機關人				1.9	0.5	15	0.1	6	0.1	17		0			30	0.1	18	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	20	0.15	14	0.1		19	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
158	Player/Npcs/Prefabs/npc_153.prefab	201	新秋依水				1.75	0.5	16	0.1	6	0.1	20		0			15	0.5	15	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	28	0.4	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
159	Player/Npcs/Prefabs/npc_059.prefab		李三				1.75	0.5	16	0.1	6	0.1	20		0			20	0.5	20	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	13	0.4	14	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
160	Player/Npcs/Prefabs/npc_060.prefab		張仲天				1.75	0.5	5	0.1	6	0.1	18		0			15	0.5	15	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2		0.15	15	0.1		13	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
161	Player/Npcs/Prefabs/npc_011.prefab						1.75	0.5	15	0.1	6	0.1	21		0			24	0.5	24	0.5		0.1	15	0.1		8	0.2		30	0.2		30	0.2	30	0.2	20	0.2		0.15	20	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
162	Player/Npcs/Prefabs/npc_012.prefab						1.75	0.5	16	0.1	6	0.1	38		0			18	0.5	18	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	30	0.2		0.15	17	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
163	Player/Npcs/Prefabs/npc_063.prefab		1.曇心2.小和尚3.少林弟子				1.75	0.5	16	0.1	6	0.1	19		0			15	0.5	15	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2		0.15	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																									2	0.05				
164	Player/Npcs/Prefabs/npc_064.prefab						1.75	0.5	16	0.1	6	0.1	20		0			30	0.1	18	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2		0.15	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
165	Player/Npcs/Prefabs/npc_065.prefab		1.唐無心2.勁弩手				1.75	0.5	16	0.1	6	0.1	20		0			30	0.1	18	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2		0.15	14	0.1		16	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
166	Player/Npcs/Prefabs/npc_016.prefab						1.75	0.5	16	0.1	6	0.1	18		0			10	0.5	10	0.5		0.1	15	0.1		15	0.2		30	0.2		30	0.2	30	0.2	20	0.2		0.15	10	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
169	Player/Npcs/Prefabs/npc_069.prefab		茅山道士				1.75	0.5	16	0.1	6	0.1	14		0			30	0.1	18	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2		0.15	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
170	Player/Npcs/Prefabs/npc_070.prefab						1.75	0.5	16	0.1	6	0.1	18		0			30	0.1	18	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2		0.15	15	0.1		15	0.08		0.1		0.1	18	0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
171	Player/Npcs/Prefabs/npc_071.prefab						1.75	0.5	16	0.1	6	0.1	20		0			30	0.1	18	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2		0.15	15	0.1		15	0.08		0.1		0.1	15	0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
173	Player/Npcs/Prefabs/npc_073.prefab		潑皮無賴				1.75	0.5	16	0.1	6	0.1	20		0			30	0.1	18	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2		0.15	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
174	Player/Npcs/Prefabs/npc_074.prefab		蒙面殺手				1.75	0.5	16	0.1	6	0.1	19		0			30	0.1	19	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	30	0.15	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																			30	0.1										
175	Player/Npcs/Prefabs/npc_075.prefab		少年獨孤劍				1.75	0.5	16	0.1	6	0.1	20		0			18	0.5	18	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	15	0.1		15	0.08		0.1		0.1	12	0.09		0.15		0.15		0.15		0.15		0.15		0.08																									20	0.05	20	0.05	44	0.05
176	Player/Npcs/Prefabs/npc_076.prefab		沐紫衣				1.75	0.5	16	0.1	6	0.1	21		0			30	0.1	19	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	14	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
177	Player/Npcs/Prefabs/npc_077.prefab		納蘭真				1.75	0.5	16	0.1	6	0.1	20		0			19	0.5	19	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																									50	0.05	40	0.05		
178	Player/Npcs/Prefabs/npc_078.prefab						1.75	0.5	16	0.1	6	0.1	21		0			30	0.1	19	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	15	0.2	24	0.15	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
179	Player/Npcs/Prefabs/npc_079.prefab						1.75	0.5	16	0.1	6	0.1	20		0			17	0.5	17	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	13	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
180	Player/Npcs/Prefabs/npc_080.prefab						1.75	0.5	16	0.1	6	0.1	18		0			16	0.5	16	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
181	Player/Npcs/Prefabs/npc_081.prefab						1.75	0.5	16	0.1	6	0.1	15		0			15	0.5	15	0.5		0.1	15	0.1		9	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	13	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
182	Player/Npcs/Prefabs/npc_082.prefab		封玉書				1.75	0.5	16	0.1	6	0.1	14		0			15	0.5	15	0.5		0.1	15	0.1		10	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	13	0.1		20	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
183	Player/Npcs/Prefabs/npc_083.prefab						1.75	0.5	16	0.1	6	0.1	20		0			16	0.5	16	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
184	Player/Npcs/Prefabs/npc_084.prefab						1.75	0.5	16	0.1	6	0.1	20		0			20	0.5	20	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
185	Player/Npcs/Prefabs/npc_151.prefab		新清曉師太				1.75	0.5	16	0.1	6	0.1	20		0			19	0.5	19	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	10	0.1		10	0.08	13	0.1	15	0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
186	Player/Npcs/Prefabs/npc_086.prefab						1.75	0.5	16	0.1	6	0.1	20		0			20	0.5	20	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	22	0.15	15	0.1		21	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
187	Player/Npcs/Prefabs/npc_087.prefab		納蘭潛凜				1.9	0.5	16	0.1	6	0.1	19		0			30	0.5	16	0.5		0.1	16	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	22	0.15	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																									20	0.05				
188	Player/Npcs/Prefabs/npc_088.prefab		雪蓮姥姥				1.75	0.5	16	0.1	6	0.1	19		0			16	0.5	16	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	15	0.1		14	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
189	Player/Npcs/Prefabs/npc_089.prefab						1.75	0.5	16	0.1	6	0.1	20		0			19	0.5	19	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
190	Player/Npcs/Prefabs/npc_090.prefab						1.75	0.5	16	0.1	6	0.1	20		0			18	0.5	18	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
191	Player/Npcs/Prefabs/npc_091.prefab						1.75	0.5	16	0.1	6	0.1	20		0			19	0.5	19	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	15	0.1		15	0.08		0.1		0.1	15	0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
192	Player/Npcs/Prefabs/npc_092.prefab						1.75	0.5	16	0.1	6	0.1	20		0			19	0.5	19	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	14	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
193	Player/Npcs/Prefabs/npc_093.prefab		張如夢				1.75	0.5	16	0.1	6	0.1	20		0			16	0.5	16	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	29	0.15	15	0.1		25	0.08		0.1		0.1	10	0.09		0.15		0.15		0.15		0.15		0.15		0.08																									20	0.05				
194	Player/Npcs/Prefabs/npc_094.prefab		卓非凡				1.75	0.5	16	0.1	6	0.1	19		0			20	0.5	20	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	15	0.1		15	0.08		0.1		0.1	15	0.09		0.15		0.15		0.15		0.15		0.15		0.08			33																						20	0.05	2	0.05		
195	Player/Npcs/Prefabs/npc_095.prefab						1.75	0.5	16	0.1	6	0.1	18		0			16	0.5	16	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
196	Player/Npcs/Prefabs/npc_096.prefab		鶯兒				1.75	0.5	16	0.1	6	0.1	20		0			17	0.5	17	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
197	Player/Npcs/Prefabs/npc_097.prefab						1.75	0.5	16	0.1	6	0.1	22		0			15	0.5	15	0.5		0.1	15	0.1		10	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
198	Player/Npcs/Prefabs/npc_098.prefab		少年楊影楓				1.75	0.5	16	0.1	6	0.1	20		0			16	0.5	16	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	24	0.15	14	0.1		15	0.08		0.1		0.1	15	0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
199	Player/Npcs/Prefabs/npc_099.prefab		邵騎風				1.75	0.5	16	0.1	6	0.1	19		0			16	0.5	16	0.5		0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	20	0.2	31	0.15	15	0.1		15	0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
207	Player/Npcs/Prefabs/npc_pet005.prefab						2	0.5	45	0.1	6	0.1	19		0			45	0.1	45	0.1	5	0.1	15	0.1		15	0.2		30	0		30	0	30	0	30	0	20	0.05	15	0.1		15	0.08	13	0.1	17	0.05	17	0	15	0.1	5	0.2	18	0.15	60	0.15		0.15	15	0.08			18	0	6	0																								
208	Player/Characters/Prefabs/f2_001.prefab						2	0.5	45	0.1	6	0.1	20		0			35	0.09	35	0.09	13	0.1	15	0.1		15	0.1		30	0.1		30	0.1	30	0.1	30	0.1	25	0.05	10	0.1		15	0.08	13	0.1	15	0.1	15	0.09	18	0.11	23	0.1	25	0.12	20	0.15		0.15	15	0.08			18	0	7	0	13	0	18	0	18	0			20	0.4														
209	Player/Npcs/Prefabs/npc_pet001.prefab		黃暮雲				1.6	0.5	45	0.1	6	0.1	15		0			45	0.1	45	0.1	13	0.1	15	0.1		15	0.2		30	0		30	0	30	0	30	0	25	0.05	15	0.1		15	0.08	16	0.1			18	0.09	21	0.1	20	0.2	20	0.15	37	0.15		0.15	15	0.08			17	0	7	0																								
210	Player/Npcs/Prefabs/npc_pet004.prefab		柳瀟庭				2	0.5	38	0.1	6	0.1	19		0			38	0.1	38	0.1	13	0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	30	0.2	25	0.06	13	0.1		13	0.08	15	0.08	21	0.1	23	0.05	6	0.05	13	0.05	28	0.15	30	0.15	5		5	0.08	5	0.01	20	0	5	0							28	0.15																
211	Player/Npcs/Prefabs/npc_pet006.prefab						2	0.5	45	0.1	6	0.1	19		0			45	0.1	45	0.1	5	0.1	15	0.1		15	0.2		30	0		30	0	30	0	30	0	20	0.05	15	0.1		15	0.08	13	0.1	17	0.05	17	0	15	0.1	5	0.2	18	0.15	60	0.15		0.15	15	0.08			18	0	6	0																								
212	Player/Characters/Prefabs/f2_002.prefab						2	0.5	45	0.1	6	0.1	20		0			35	0.09	35	0.09	13	0.1	15	0.1		15	0.1		30	0.1		30	0.1	30	0.1	30	0.1	25	0.05	10	0.1		15	0.08	13	0.1	15	0.1	15	0.09	18	0.11	23	0.1	25	0.12	20	0.15		0.15	15	0.08			18	0	7	0	13	0	18	0	18	0			20	0.4														
213	Player/Npcs/Prefabs/npc_pet002.prefab		李恬兒				1.6	0.5	45	0.1	6	0.1	15		0			45	0.1	45	0.1	13	0.1	15	0.1		15	0.2		30	0		30	0	30	0	30	0	25	0.05	15	0.1		15	0.08	16	0.1			18	0.09	21	0.1	20	0.2	20	0.15	37	0.15		0.15	15	0.08			17	0	7	0																								
214	Player/Npcs/Prefabs/npc_pet003.prefab		祝子虛				2	0.5	38	0.1	6	0.1	19		0			38	0.1	38	0.1	13	0.1	15	0.1		12	0.2		30	0.2		30	0.2	30	0.2	30	0.2	25	0.06	13	0.1		13	0.08	15	0.08	21	0.1	23	0.05	6	0.05	13	0.05	28	0.15	30	0.15	5		5	0.08	5	0.01	20	0	5	0							28	0.15																
312	Effect/Prefabs/JueSe/other1/guangqiang.prefab						2	0.5	45	0.1	6	0.1	19	80004	0			45	0.1	45	0.1	5	0.1	15	0.1		18	0.2		30	0		30	0	30	0	30	0	20	0.05	15	0.1		15	0.08	15	0.1	20	0.05	17	0	30	0.1	4	0.2	25	0.15	70	0.15		0.15	15	0.08																														
317	Player/Npcs/Prefabs/boss110_test.prefab		骷髏				2.5	0.5	45	0.1	6	0.1	51		0			45	0.1	45	0.1	13	0.1	25	0.1		15	0.2		30	0		30	0	30	0	30	0	25	0.05	32	0.1		37	0.08	57	0.1	20	0.05	18	0.09	21	0.1	20	0.2	20	0.15	37	0.15		0.15	15	0.08																														
318	Player/Npcs/Prefabs/boss111_test.prefab		秦沐白				5	0.5	45	0.1	6	0.1	52		0			45	0.1	45	0.1	13	0.1	15	0.1		50	0.2		30	0.2		30	0.2	30	0.2	30	0.2	25	0.05	22	0.1		37	0.08	57	0.1	20	0.05	34	0.09	40	0.1	20	0.2	20	0.15	37	0.15		0.15	15	0.08																														
323	Player/critter/prefab/xuemudan01.prefab		赤心花				0.7	0.5	30	0.1	6	0.1	10		0			30	0.1	30	0.1		0.1	15	0.1		9	0.2		10	0.2		10	0.2	10	0.2	10	0.2		0.15	30	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
324	Player/critter/prefab/yeshangzhu01.prefab						0.7	0.5	30	0.1	6	0.1	10		0			30	0.1	30	0.1		0.1	15	0.1		9	0.2		10	0.2		10	0.2	10	0.2	10	0.2		0.15	30	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
325	Player/critter/prefab/yingxiancao01.prefab						0.7	0.5	30	0.1	6	0.1	10		0			30	0.1	30	0.1		0.1	15	0.1		9	0.2		10	0.2		10	0.2	10	0.2	10	0.2		0.15	30	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
326	Player/critter/prefab/ziqiangwei01.prefab						0.7	0.5	30	0.1	6	0.1	10		0			30	0.1	30	0.1		0.1	15	0.1		9	0.2		10	0.2		10	0.2	10	0.2	10	0.2		0.15	30	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
327	Player/critter/prefab/dilinggen.prefab						0.7	0.5	30	0.1	6	0.1	10		0			30	0.1	30	0.1		0.1	15	0.1		9	0.2		10	0.2		10	0.2	10	0.2	10	0.2		0.15	30	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
328	Player/critter/prefab/tianxiangguo01.prefab						0.7	0.5	30	0.1	6	0.1	10		0			30	0.1	30	0.1		0.1	15	0.1		9	0.2		10	0.2		10	0.2	10	0.2	10	0.2		0.15	30	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
329	Player/critter/prefab/xuefengteng01.prefab						0.7	0.5	30	0.1	6	0.1	10		0			30	0.1	30	0.1		0.1	15	0.1		9	0.2		10	0.2		10	0.2	10	0.2	10	0.2		0.15	30	0.1			0.08		0.1		0.1		0.09		0.15		0.15		0.15		0.15		0.15		0.08																														
