nTaskId	szTaskIndex	szTaskTitle	szDetailDesc	szTaskDesc	szFinishDesc	szTrackInfo	szFinishTrackInfo	ShowClientNpc	DeleteClientNpc	Require_FinishTask	nAutoNextTaskId	nFinishDialogId	nFinishTaskNpcId	Target_PersonalFuben	bAutoFinish	Target_ExtPoint	nTaskItemId	bShowFinish	nNeedConfirmFinish	szAwardInfo	Target_KillNpc	bKillNpcToAllPlayer	nTaskType	bNotAutoNext	szOnFinishTrack	Target_OnTrap	Target_CollectItem	Target_Achievement	Target_EnterMap	Target_MinLevel	Require_MinLevel	Require_MaxLevel	nAcceptTaskNpcId	nAcceptDialogId	IsFinishGuide	bCanRepeat
278	MainTask1_278	[主]生火取暖	這裡不適合生火，到前方看看有沒有合適的地方。	找個合適的地方[FFFE0D]生火[-]	找個合適的地方[FFFE0D]生火[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	174	174	277	279				1	1	256			Exp|30000			1	1												
279	MainTask1_279	[主]繼續詢問	原來如此，這條密道竟是他們家代代相傳的秘密，雖然並沒有什麼了不起的……	問問[FFFE0D]樵夫[-]接下來的事情	問問[FFFE0D]樵夫[-]接下來的事情	[url=clientnpcbyidx:test, 173]	[url=clientnpcbyidx:test, 173]	173|176	173	278	280	275								Exp|40000			1	1												
280	MainTask1_280	[主]牢籠舊事	現在這樵夫總該告訴我當年到底獨孤大俠是怎麼上華山的了吧，不過這樵夫年紀有些輕，不像是他啊……	讓[FFFE0D]樵夫[-]告訴你事情的經過	讓[FFFE0D]樵夫[-]告訴你事情的經過	[url=goanddosomething:test, 493, 5730, 6370, gotofuben, 5, 4, 1]		174|176	174	279	281			5|4|1	1			1		Exp|150000			1	1												
281	MainTask1_281	[主]繼續詢問	原來如此，這條密道竟是他們家代代相傳的秘密，雖然並沒有什麼了不起的……	問問[FFFE0D]樵夫[-]接下來的事情	問問[FFFE0D]樵夫[-]接下來的事情	[url=clientnpcbyidx:test, 173]	[url=clientnpcbyidx:test, 173]	173|176	173	280	282	277						1	1	Exp|20000;Item|222|5			1	1												
282	MainTask1_282	[主]尋找野果	這樵夫未免過分了……若非我有求於他，實在是……他能好好活到今日也真是不容易……	到前方尋找[FFFE0D]果樹[-]	到前方尋找[FFFE0D]果樹[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	174|176		281	283				1	1	278			Exp|30000			1	1												
283	MainTask1_283	[主]採集果子	這樵夫真是……罷了罷了，正好腹中也有些饑餓，到附近找些果子來吃！	到附近[FFFE0D]採集一些果子[-]	到附近[FFFE0D]採集一些果子[-]	[url=npc:testtt,1275,493]	[url=npc:testtt,1275,493]	174|176		282	284				1	1				Exp|30000			1	1												
284	MainTask1_284	[主]獵獸取肉	想不到這密道中竟然還有熊，早就聽聞熊掌乃天下少有的美味，今天就來嘗上一嘗！	擊敗山上的[FFFE0D]猛獸[-]	擊敗山上的[FFFE0D]猛獸[-]	[url=npcanddosomething:test, 1251, 493, autofight, 1]		174|176		283	285				1					Exp|100000	1251|3	1	1	1												
285	MainTask1_285	[主]烹調煮肉	這麼多肉足夠我們兩人大朵快頤了！拿回去烤熟了吃！	將猛獸的肉拿回去[FFFE0D]烤熟[-]	將猛獸的肉拿回去[FFFE0D]烤熟[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	174|176	174	284	286				1	1	261			Exp|30000			1	1												
286	MainTask1_286	[主]以禮相待	這火堆燒的正旺盛，正好用來烤肉！	將烤肉和果子拿給[FFFE0D]樵夫[-]	將烤肉和果子拿給[FFFE0D]樵夫[-]	[url=clientnpcbyidx:test, 173]	[url=clientnpcbyidx:test, 173]	173|176	173	285	287	282								Exp|40000			1	1												
287	MainTask1_287	[主]往事後續	有肉有果，他總該滿足了吧，希望這一次他能將過往的事情跟我說個清楚。	繼續聽[FFFE0D]樵夫[-]講之後的事情	繼續聽[FFFE0D]樵夫[-]講之後的事情	[url=goanddosomething:test, 493, 5730, 6370, gotofuben, 5, 5, 1]		174|176	174	286	288			5|5|1	1			1		Exp|200000			1	1												
288	MainTask1_288	[主]俠者氣魄	想不到當年獨孤大俠竟有如此魄力，痛快！為俠者理應如此，若是畏首畏尾，又有何俠者風範！	還是感謝[FFFE0D]樵夫[-]告訴你這些	還是感謝[FFFE0D]樵夫[-]告訴你這些	[url=clientnpcbyidx:test, 173]	[url=clientnpcbyidx:test, 173]	173|176	173|176	287	289	284						1	1	Exp|20000;Item|1114|1;ComposeValue|2|5			1	1												
289	MainTask1_289	[主]趕往華山	前面似乎有些光亮，看來馬上就要到密道盡頭了，希望能趕在那些圖謀不軌的人前面！	跟樵夫[FFFE0D]繼續前往華山[-]	跟樵夫[FFFE0D]繼續前往華山[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	175|176	175|176	288	290				1	1	265			Exp|30000			1	1	[url=dialog:test, 285]											
290	MainTask1_290	[主]再三言謝	雖然這樵夫有些討厭，不過畢竟沒有騙我，無論如何還是感謝他一番。	向[FFFE0D]樵夫[-]道別	向[FFFE0D]樵夫[-]道別	[url=taskitem:test, $T]	[url=taskitem:test, $T]	178|187	187	289	291				1	1	286			Exp|40000			1	1	[url=dialog:test, 286]											
291	MainTask1_291	[主]一言不合	看來華山派雖然逐漸衰敗，卻不愧是當年名震江湖的名門大派，這守門弟子步履輕快，內功、輕功根基都頗為扎實。	先將等級提升到[FFFE0D]50[-]級	詢問[FFFE0D]華山弟子[-]能否告知	[url=clientnpcbyidx:test, 165]	[url=clientnpcbyidx:test, 165]	165|178	165	290	292	287								Exp|48000			1	1						50						
292	MainTask1_292	[主]另尋他法	這位華山派的師兄似乎不願意在此多說，也好，跟他上華山再說！	跟隨華山弟子[FFFE0D]前往華山[-]	跟隨華山弟子[FFFE0D]前往華山[-]	[url=pos:test, 493, 2370, 3600]	[url=pos:test, 493, 2370, 3600]	188|178	188|178	291	293				1					Exp|36000			1	1					491							
293	MainTask1_293	[主]往日醜聞	華山天下險果真名不虛傳，此地易守難攻，無怪華山派的傳承直至今日仍是頗為完整！	詢問[FFFE0D]華山弟子[-]當年之事	詢問[FFFE0D]華山弟子[-]當年之事	[url=clientnpcbyidx:test, 179]	[url=clientnpcbyidx:test, 179]	179	179	292	294	289								Exp|36000;Item|223|2			1	1	[url=openwnd:test, ChapterPanel, "ChapterTitle_08"]											
294	MainTask1_294	[主]宵小之徒	真是奇怪，這些人到底是如何上來的？莫非是一路追蹤我前來的？可我一路已是極為小心了，奇怪！	擊敗[FFFE0D]他們[-]證明清白	擊敗[FFFE0D]他們[-]證明清白	[url=npcanddosomething:test, 1425, 491, autofight, 1]		180	180	293	295				1					Exp|96000	1425|3	1	1	1	[url=dialog:test, 290]											
295	MainTask1_295	[主]再問前事	看來五色教的殘餘勢力頗多，恐怕此事他們已經籌畫了多年，唉，但願我能夠先他們一步！希望這位華山的師兄能夠相信我！	詢問[FFFE0D]華山弟子[-]他們是誰	詢問[FFFE0D]華山弟子[-]他們是誰	[url=clientnpcbyidx:test, 179]	[url=clientnpcbyidx:test, 179]	179	179	294	296	291								Exp|48000			1	1												
296	MainTask1_296	[主]華山叛徒	總算是得到了師兄的信任，當年據聞華山派曾有過一次叛變，然而實際情況一直未曾外傳，也許是擔心門派蒙羞吧！	跟著[FFFE0D]華山弟子[-]回憶當年	跟著[FFFE0D]華山弟子[-]回憶當年	[url=goanddosomething:test, 491, 2400, 3740, gotofuben, 6, 1, 1]		180	180	295	297			6|1|1	1			1		Exp|180000			1	1												
297	MainTask1_297	[主]紈絝子弟	門派一旦壯大，其中什麼樣的人都有，容易為人利用，但為了將門派發揚光大，卻又難以避免。不知華山師兄還知不知道事後的發展。	感謝[FFFE0D]華山弟子[-]告知	感謝[FFFE0D]華山弟子[-]告知	[url=clientnpcbyidx:test, 179]	[url=clientnpcbyidx:test, 179]	179	179	296	298	293						1	1	Exp|24000;Item|1969|1			1	1												
298	MainTask1_298	[主]等候通報	華山掌門雖然不在，所幸還有一些長老在此，希望這位長老能夠通情達理一些，唉，畢竟門派之恥，要告訴旁人怕是不易。	在一旁[FFFE0D]等候通報[-]	在一旁[FFFE0D]等候通報[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	263	263	297	299				1	1	294			Exp|36000			1	1	[url=dialog:test, 294]											
299	MainTask1_299	[主]消息來臨	師兄總算是回來了，看他的樣子愁眉苦臉的……看來是被教訓了一頓，恐怕此事……	詢問[FFFE0D]華山弟子[-]能否覲見	詢問[FFFE0D]華山弟子[-]能否覲見	[url=taskitem:test, $T]	[url=taskitem:test, $T]	264	264	298	300				1	1	295			Exp|36000			1	1	[url=dialog:test, 295]											
300	MainTask1_300	[主]華山長老	呃，這位華山師兄倒也是有趣，還故意裝成那一副樣子戲弄於我，好了好了，去見見這位華山派長老吧！	找[FFFE0D]華山派長老[-]	找[FFFE0D]華山派長老[-]	[url=clientnpcbyidx:test, 265]	[url=clientnpcbyidx:test, 265]	180|265	265	299	301	296								Exp|36000			1	1												
301	MainTask1_301	[主]頑劣猢猻	想不到這附近也有一些令人頭疼的猴子……莫非這些昔日的名門大派都和猴子有仇不成？	驅趕華山的[FFFE0D]頑猴[-]	驅趕華山的[FFFE0D]頑猴[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	180|266|268|269|272	266|268	300	302				1	1	297			Exp|36000			1	1												
302	MainTask1_302	[主]驅趕頑猴	這猴子可比武夷山九猴洞的猴子溫和多了，略加驅趕也就乖乖離去了！接下來就打掃一下附近的石梯吧。	驅趕另一隻[FFFE0D]頑猴[-]	驅趕另一隻[FFFE0D]頑猴[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	180|266|269|270|272	266|269|270	301	303				1	1	298			Exp|36000			1	1	[url=dialog:test, 298]											
303	MainTask1_303	[主]打掃石階	唉，這華山派長老真會差使人，按照他的吩咐打掃一下華山石階上的落葉吧！	按照長老的吩咐[FFFE0D]打掃一下[-]	按照長老的吩咐[FFFE0D]打掃一下[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	180|266|271|272	180|266|271|272	302	304				1	1	299			Exp|36000			1	1												
304	MainTask1_304	[主]狼子野心	總算是把這些雜活做完了，但願這位長老能夠將事情原原本本的告訴我，否則可就有些過分了。	回去找[FFFE0D]華山派長老[-]	回去找[FFFE0D]華山派長老[-]	[url=clientnpcbyidx:test, 265]	[url=clientnpcbyidx:test, 265]	180|265	265	303	305	299								Exp|48000			1	1												
305	MainTask1_305	[主]掌門之爭	華山派不愧是名門大派，竟然將此事告知門下弟子，讓他們以引為戒，此等作風，著實令人敬佩！	聽[FFFE0D]華山派長老[-]講述	聽[FFFE0D]華山派長老[-]講述	[url=goanddosomething:test, 491, 7800, 7490, gotofuben, 6, 2, 1]		180|266	266	304	306			6|2|1	1			1		Exp|180000			1	1												
306	MainTask1_306	[主]真相明瞭	看來華山派並不打算讓外人參與此事，希望他們能夠解決這件事吧！	多謝[FFFE0D]華山派長老[-]相告	多謝[FFFE0D]華山派長老[-]相告	[url=clientnpcbyidx:test, 265]	[url=clientnpcbyidx:test, 265]	180|265	265	305	307	302						1	1	Exp|24000;Item|223|2;ComposeValue|2|6			1	1												
307	MainTask1_307	[主]再上華山	有了這個線索，想必那位華山守門弟子總不會再為難我了。	離開華山前往[FFFE0D]響水洞[-]	離開華山前往[FFFE0D]響水洞[-]	[url=pos:test, 491, 8750, 4770]	[url=pos:test, 491, 8750, 4770]	180|266	266	306	308				1					Exp|36000			1	1					406							
308	MainTask1_308	[主]趕赴少林	按照華山師兄的提示，理應前往少林寺，先返回響水洞，然後繞道少林寺！	[FFFE0D]動身前往[-]少林寺	[FFFE0D]動身前往[-]少林寺	[url=taskitem:test, $T]	[url=taskitem:test, $T]	180|170	180|170	307	309				1	1	303			Exp|36000			1	1	[url=dialog:test, 303]											
309	MainTask1_309	[主]少林小僧	咦？怎地此處會有僧人？去問問這位僧人是否少林寺門下！	先將等級提升到[FFFE0D]53[-]級	詢問[FFFE0D]少林弟子[-]前塵往事	[url=clientnpcbyidx:test, 167]	[url=clientnpcbyidx:test, 167]	167	167	308	310	304								Exp|36000			1	1						53						
310	MainTask1_310	[主]頑皮孩童	真是踏破鐵鞋無覓處，得來全不費工夫，竟然在此處遇見了少林弟子！	詢問[FFFE0D]孩童[-]是否搶了泥人	詢問[FFFE0D]孩童[-]是否搶了泥人	[url=clientnpcbyidx:test, 169]	[url=clientnpcbyidx:test, 169]	168|169	169	309	311	305								Exp|36000			1	1												
311	MainTask1_311	[主]尋找果樹	這小和尚未免也太實誠了吧，竟然被一個小孩子戲弄，只怕他是從小在少林寺長大的。	[FFFE0D]到附近看看[-]有沒有果樹	[FFFE0D]到附近看看[-]有沒有果樹	[url=taskitem:test, $T]	[url=taskitem:test, $T]	168|170		310	312				1	1	306			Exp|36000			1	1	[url=dialog:test, 306]											
312	MainTask1_312	[主]收集漿果	這附近雖然並不繁榮，總歸也是有不少人居住的，所以才會有這些為非作歹之人，既然遇見了正好收拾一下！	採集一些[FFFE0D]果子[-]	採集一些[FFFE0D]果子[-]	[url=npc:testtt,1252,406]	[url=npc:testtt,1252,406]	168|170		311	313				1	1				Exp|36000			1	1	[url=dialog:test, 307]											
313	MainTask1_313	[主]惡人告狀	果然是有這些惡徒，不過既然他們並非窮凶極惡之徒，教訓教訓他們也就是了。	教訓囂張的[FFFE0D]女舞者[-]	教訓囂張的[FFFE0D]女舞者[-]	[url=npcanddosomething:test, 1022, 406, autofight, 1]		168|170	170	312	314				1					Exp|96000	1022|3	1	1	1	[url=dialog:test, 308]											
314	MainTask1_314	[主]以物換物	這些果子拿去給孩童交換泥人吧，希望她能老老實實的將泥人還給我。	拿果子給[FFFE0D]孩童[-]交換泥人	拿果子給[FFFE0D]孩童[-]交換泥人	[url=clientnpcbyidx:test, 169]	[url=clientnpcbyidx:test, 169]	168|169	168|169	313	315	309								Exp|48000			1	1												
315	MainTask1_315	[主]事出有因	總算是拿回了泥人，但願此行能直接從這個少林小和尚身上得知什麼消息。	將泥人交給[FFFE0D]少林弟子[-]	將泥人交給[FFFE0D]少林弟子[-]	[url=clientnpcbyidx:test, 167]	[url=clientnpcbyidx:test, 167]	167|170	167|170	314	316	310								Exp|48000			1	1												
316	MainTask1_316	[主]無智大師	果真是功夫不負有心人！這小和尚的師叔竟然知道這件往事！快去見見他！	前去拜見[FFFE0D]無智大師[-]	前去拜見[FFFE0D]無智大師[-]	[url=clientnpcbyidx:test, 171]	[url=clientnpcbyidx:test, 171]	171|181	171|181	315	317	311								Exp|48000			1	1												
317	MainTask1_317	[主]五色陰謀	唉，看來我還是低估了五色教的能力，少林「無」字輩高僧均是武功高明，或是佛學淵源之人，連這等高僧都不能免俗，五色教的魅力究竟何在？	繼續聽[FFFE0D]無智大師[-]訴說往事	繼續聽[FFFE0D]無智大師[-]訴說往事	[url=goanddosomething:test, 406, 9570, 10840, gotofuben, 6, 3, 1]		172	172	316	318			6|3|1	1			1		Exp|240000			1	1												
318	MainTask1_318	[主]出言相謝	總算是瞭解了當年事情的來龍去脈，也知曉了五色教的可怕之處，若是他們真的只是潛伏，只怕武林中又會掀起一場腥風血雨！	向[FFFE0D]無智大師[-]道謝	向[FFFE0D]無智大師[-]道謝	[url=clientnpcbyidx:test, 171]	[url=clientnpcbyidx:test, 171]	171	171	317	319	313						1	1	Exp|24000;Item|1968|3			1	1												
319	MainTask1_319	[主]惡人告狀	果然是有這些惡徒，不過既然他們並非窮凶極惡之徒，教訓教訓他們也就是了。	擊敗拿大刀的[FFFE0D]惡賊[-]	擊敗拿大刀的[FFFE0D]惡賊[-]	[url=npcanddosomething:test, 1023, 406, autofight, 1]		172	172	318	320				1					Exp|96000	1023|3	1	1	1												
320	MainTask1_320	[主]出言相謝	總算是瞭解了當年事情的來龍去脈，也知曉了五色教的可怕之處，若是他們真的只是潛伏，只怕武林中又會掀起一場腥風血雨！	向[FFFE0D]無智大師[-]道謝	向[FFFE0D]無智大師[-]道謝	[url=clientnpcbyidx:test, 171]	[url=clientnpcbyidx:test, 171]	171	171	319	321	315						1	1	Exp|48000;ComposeValue|2|7			1	1												
321	MainTask1_321	[主]知無不言	事情已經告一段落，是時候回去完成諾言，將已知的情報都告訴老闆娘了！希望能夠得出下一步該如何是好！	回去找[FFFE0D]酒樓老闆[-]	回去找[FFFE0D]酒樓老闆[-]	[url=npc:testtt,$F,10]	[url=npc:testtt,$F,10]	172	172	320	322	316	99							Exp|36000			1	1												
322	MainTask1_322	[主]再問劉雲	當年獨孤大俠最為人稱道的事蹟便是抗金，也正因如此，張姑娘才……唉，先去見見劉雲將軍吧！	先將等級提升到[FFFE0D]56[-]級	請教[FFFE0D]劉雲將軍[-]昔日之事	[url=npc:testtt,$F,10]	[url=npc:testtt,$F,10]			321	323	318	91							Exp|36000			1	1						56						
323	MainTask1_323	[主]嚴姓將軍	原來嚴將軍的傷勢已經康復了！快去劍門關看看他吧！	前往劍門關尋找[FFFE0D]嚴將軍[-]	前往劍門關尋找[FFFE0D]嚴將軍[-]	[url=clientnpcbyidx:test, 273]	[url=clientnpcbyidx:test, 273]	273|299|300|301|302	273	322	324	319								Exp|36000			1	1	[url=openwnd:test, ChapterPanel, "ChapterTitle_09"]											
324	MainTask1_324	[主]茅山道士	這些可恨的茅山道士，大敵當前竟然還不知死活，還散播謠言！教訓教訓他們！	教訓胡說的[FFFE0D]道士[-]	教訓胡說的[FFFE0D]道士[-]	[url=npcanddosomething:test, 1026, 408, autofight, 1]		274|299|300|301|302		323	325	320			1					Exp|84000	1026|3	1	1	1												
325	MainTask1_325	[主]茅山道長	哼，光是教訓這些小的茅山道士恐怕沒什麼效果，得找出他們的頭目，威逼利誘一番！	找到[FFFE0D]茅山道長[-]	找到[FFFE0D]茅山道長[-]	[url=clientnpcbyidx:test, 275]	[url=clientnpcbyidx:test, 275]	274|275|299|300|301|302	275	324	326	321						1	1	Exp|36000;Item|223|2			1	1												
326	MainTask1_326	[主]押送途中	想不到這個茅山道長這麼貪生怕死，真是沒用，先帶他回營地讓那些被騙的士兵清醒清醒！	押送[FFFE0D]茅山道長[-]前往營地	押送[FFFE0D]茅山道長[-]前往營地	[url=taskitem:test, $T]	[url=taskitem:test, $T]	274|276|299|300|301|302		325	327				1	1	322			Exp|36000			1	1	[url=dialog:test, 322]											
327	MainTask1_327	[主]回到營地	想不到這個茅山道長這麼貪生怕死，真是沒用，先帶他回營地讓那些被騙的士兵清醒清醒！	押送[FFFE0D]茅山道長[-]前往營地	押送[FFFE0D]茅山道長[-]前往營地	[url=taskitem:test, $T]	[url=taskitem:test, $T]	274|276|299|300|301|302	276|299|300|301|302	326	328				1	1	323			Exp|36000			1	1	[url=dialog:test, 323]											
328	MainTask1_328	[主]痛斥前非	唉，如今戰火連天，士兵們雖然有心抗敵，但是不免還是會有一些擔心和寄望，上當也在所難免，但願這場戰爭早日結束吧！	讓[FFFE0D]茅山道長[-]老實招供	讓[FFFE0D]茅山道長[-]老實招供	[url=clientnpcbyidx:test, 277]	[url=clientnpcbyidx:test, 277]	274|277|291|292|293|294	274|277|291|292|293|294	327	329	324								Exp|48000			1	1												
329	MainTask1_329	[主]報告將軍	總算是解決了此事，先去向嚴將軍報告一番吧！	回去找[FFFE0D]嚴將軍[-]報告此事	回去找[FFFE0D]嚴將軍[-]報告此事	[url=clientnpcbyidx:test, 273]	[url=clientnpcbyidx:test, 273]	273|278|295|296|297|298	273|278|295|296|297|298	328	330	325								Exp|36000			1	1												
330	MainTask1_330	[主]昔日戰場	聽聞昔日獨孤大俠層偽裝潛入金軍大營，與王佐將軍一同勸降陸文龍將軍，傳為一時佳話，我倒想見識一番！	前往昔日的[FFFE0D]古戰場[-]	前往昔日的[FFFE0D]古戰場[-]	[url=pos:test, 408, 2600, 2760]	[url=pos:test, 408, 2600, 2760]	279|282	279|282	329	331				1					Exp|36000			1	1					479							
331	MainTask1_331	[主]前去會合	此地便是昔日的古戰場麼？如今已是看不出太多痕跡了，問問嚴將軍昔日勸降的過程吧！	到前方與[FFFE0D]嚴將軍[-]會合	到前方與[FFFE0D]嚴將軍[-]會合	[url=clientnpcbyidx:test, 281]	[url=clientnpcbyidx:test, 281]	281	281	330	332	327								Exp|36000			1	1												
332	MainTask1_332	[主]視察周圍	嚴將軍如今是戰場的大將之一，無論如何都得保護他的安全，到周圍視察一番。	查看[FFFE0D]周圍環境[-]	查看[FFFE0D]周圍環境[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	282	282	331	333				1	1	328			Exp|36000			1	1												
333	MainTask1_333	[主]報告情況	附近似乎沒什麼危險，我已經迫不及待想聽那個精彩的故事了！	向[FFFE0D]嚴將軍[-]報告情況	向[FFFE0D]嚴將軍[-]報告情況	[url=clientnpcbyidx:test, 281]	[url=clientnpcbyidx:test, 281]	281	281	332	334	329								Exp|36000			1	1												
334	MainTask1_334	[主]一片丹心	昔日衡山派掌管著一柄寶劍，名曰丹心，然而無人知曉，此劍之中，竟然藏著一個這樣的秘密……	聽[FFFE0D]嚴將軍[-]訴說當年之事	聽[FFFE0D]嚴將軍[-]訴說當年之事	[url=goanddosomething:test, 479, 2510, 1040, gotofuben, 6, 4, 1]		280	280	333	335			6|4|1	1			1		Exp|180000			1	1												
335	MainTask1_335	[主]道謝將軍	英雄惜英雄，幸好陸文龍將軍也是一個血性之人，若是他貪圖榮華富貴，恐怕那一天他們都走不出這金軍大營……	向[FFFE0D]嚴將軍[-]道謝	向[FFFE0D]嚴將軍[-]道謝	[url=clientnpcbyidx:test, 283]	[url=clientnpcbyidx:test, 283]	283	283	334	336	331						1	1	Exp|24000;Item|2167|1			1	1												
336	MainTask1_336	[主]四周查看	是時候離開此處了，再到周圍看看有沒有什麼動靜。	到[FFFE0D]四周看看[-]	到[FFFE0D]四周看看[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	284		335	337				1	1	332			Exp|36000			1	1	[url=dialog:test, 332]											
337	MainTask1_337	[主]保護周全	看來方才我們聽故事聽的太過入神了，竟然有敵人來到這麼近的距離卻不知道！	保護[FFFE0D]嚴將軍[-]的安全	保護[FFFE0D]嚴將軍[-]的安全	[url=taskitem:test, $T]	[url=taskitem:test, $T]	284|303|304|305|306|307	307	336	338				1	1	333			Exp|36000			1	1	[url=dialog:test, 333]											
338	MainTask1_338	[主]神秘男子	這個神秘人究竟是誰？竟然如此冠冕堂皇，難道他就不怕我們將他置於死地嗎？	[FFFE0D]追上那個神秘人[-]	[FFFE0D]追上那個神秘人[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	284|303|304|305|306|308	308	337	339				1	1	334			Exp|36000			1	1	[url=dialog:test, 334]											
339	MainTask1_339	[主]擊退死士	哼，區區死士，還不是我的對手，我得趕緊解決他們，免得讓這個神秘人逃了！	擊退前來的[FFFE0D]死士[-]	擊退前來的[FFFE0D]死士[-]	[url=npcanddosomething:test, 1451, 479, autofight, 1]		284|303|304|305|306	284	338	340				1					Exp|72000	1451|3	1	1	1	[url=dialog:test, 335]											
340	MainTask1_340	[主]返回遠處	唉，我還是低估了這些死士的武藝，罷了，只能先回去向嚴將軍說明此事了。	先回[FFFE0D]嚴將軍[-]那裡吧	先回[FFFE0D]嚴將軍[-]那裡吧	[url=clientnpcbyidx:test, 283]	[url=clientnpcbyidx:test, 283]	283|303|304|305|306	283	339	341	336								Exp|36000			1	1												
341	MainTask1_341	[主]離開此地	此間事情已了，該離開這個地方了，獨孤大俠如今不知身在何方，但願他平安無事！	離開[FFFE0D]古戰場[-]	離開[FFFE0D]古戰場[-]	[url=pos:test, 408, 8750, 4770]	[url=pos:test, 408, 8750, 4770]	289|303|304|305|306	289|303|304|305|306	340	342				1					Exp|36000			1	1					408							
342	MainTask1_342	[主]戰況如何	當日嚴將軍遇伏，休養了好一陣子，我也因此暫時無暇理會戰場，不知如今戰況如何了？	先將等級提升到[FFFE0D]58[-]級	詢問[FFFE0D]嚴將軍[-]如今戰場情況	[url=clientnpcbyidx:test, 273]	[url=clientnpcbyidx:test, 273]	273	273	341	343	338						1	1	Exp|48000;Item|223|2			1	1						58						
343	MainTask1_343	[主]綠林豪傑	這些綠林豪傑生性桀驁，用道理恐怕是講不通的，江湖人士還是用江湖的方式來得痛快！就讓我跟他們用拳腳說說話！	武力說服[FFFE0D]綠林豪傑[-]	武力說服[FFFE0D]綠林豪傑[-]	[url=npcanddosomething:test, 1027, 408, autofight, 1]		274	274	342	344				1					Exp|72000	1027|3	1	1	1	[url=dialog:test, 339]											
344	MainTask1_344	[主]綠林總堂主	真是一群血性十足的綠林人士，也罷，我就去見見他們的頭領，看看他究竟有何等魅力！	問問[FFFE0D]綠林頭領[-]還打不打	問問[FFFE0D]綠林頭領[-]還打不打	[url=clientnpcbyidx:test, 285]	[url=clientnpcbyidx:test, 285]	285|274	285|274	343	345	340								Exp|36000			1	1												
345	MainTask1_345	[主]瞭解真相	想不到過程中竟然還有這等事情，我看他們都是有血性的人，應該不會撒謊，得向嚴將軍問個清楚！	找[FFFE0D]嚴將軍[-]瞭解有無此事	找[FFFE0D]嚴將軍[-]瞭解有無此事	[url=clientnpcbyidx:test, 273]	[url=clientnpcbyidx:test, 273]	273|286	273	344	346	341								Exp|36000			1	1												
346	MainTask1_346	[主]詳細經過	這件事看來頗為蹊蹺，得找那位士兵問個清楚！	找[FFFE0D]士兵[-]問問事情經過	找[FFFE0D]士兵[-]問問事情經過	[url=npc:testtt,$F,408]	[url=npc:testtt,$F,408]	274|286		345	347	342	1111							Exp|36000			1	1												
347	MainTask1_347	[主]尋訪村民	莫非執行此事的士兵是奸細？故意挑起宋軍與武林人士的衝突，好從中得利？不行，此事定要查個清楚！	問問[FFFE0D]附近村民[-]事情真相	問問[FFFE0D]附近村民[-]事情真相	[url=clientnpcbyidx:test, 287]	[url=clientnpcbyidx:test, 287]	274|286|287	287	346	348	343								Exp|36000			1	1												
348	MainTask1_348	[主]道明真相	這件事可大可小，日後宋軍若是想和武林人士合作，坊間傳言的風向極為重要，斷不能落下這等口實！	帶著村民找[FFFE0D]士兵[-]說明真相	帶著村民找[FFFE0D]士兵[-]說明真相	[url=npc:testtt,$F,408]	[url=npc:testtt,$F,408]	274|286|288	286|288	347	349	344	1111							Exp|36000			1	1												
349	MainTask1_349	[主]賠禮道歉	事情的真相總算是水落石出了，得趕緊去向那位綠林總堂主道歉！化解了這場恩怨！	帶著士兵向[FFFE0D]綠林頭領[-]道歉	帶著士兵向[FFFE0D]綠林頭領[-]道歉	[url=clientnpcbyidx:test, 285]	[url=clientnpcbyidx:test, 285]	274|285|290	274|285|290	348	350	345								Exp|36000			1	1												
350	MainTask1_350	[主]告知結果	所幸這位綠林豪傑也是豪爽之人，這件事未曾擴大真是再好不過了！	將事情結果告知[FFFE0D]嚴將軍[-]	將事情結果告知[FFFE0D]嚴將軍[-]	[url=clientnpcbyidx:test, 273]	[url=clientnpcbyidx:test, 273]	273	273	349	351	346								Exp|36000			1	1												
351	MainTask1_351	[主]驚世對決	想不到嚴將軍竟然知曉獨孤大俠對陣南宮滅的那一站，據聞那是獨孤大俠初次使用「天魔解體大法」！得聽個仔細了！	追憶當年[FFFE0D]獨孤劍對南宮滅[-]	追憶當年[FFFE0D]獨孤劍對南宮滅[-]	[url=goanddosomething:test, 408, 7550, 8330, gotofuben, 6, 5, 1]		274	274	350	352			6|5|1	1			1		Exp|240000			1	1												
352	MainTask1_352	[主]再度道謝	看來獨孤大俠早有預料如今的事態發展，嚴將軍既然已經見過獨孤大俠，也許循著線索找下去，我最終也能見到他！	感謝[FFFE0D]嚴將軍[-]告知你這一切	感謝[FFFE0D]嚴將軍[-]告知你這一切	[url=clientnpcbyidx:test, 273]	[url=clientnpcbyidx:test, 273]	273	273	351	353	348						1	1	Exp|24000;Item|764|5;ComposeValue|2|8			1	1												
